Date, NASDAQ Composite Index
2015-09-29,4517.32
2015-09-28,4543.97
2015-09-25,4686.5
2015-09-24,4734.48
2015-09-23,4752.74
2015-09-22,4756.72
2015-09-21,4828.96
2015-09-18,4827.23
2015-09-17,4893.95
2015-09-16,4889.24
2015-09-15,4860.52
2015-09-14,4805.76
2015-09-11,4822.34
2015-09-10,4796.25
2015-09-09,4756.53
2015-09-08,4811.93
2015-09-04,4683.92
2015-09-03,4733.5
2015-09-02,4749.98
2015-09-01,4636.11
2015-08-31,4776.51
2015-08-28,4828.33
2015-08-27,4812.71
2015-08-26,4697.54
2015-08-25,4506.49
2015-08-24,4526.25
2015-08-21,4706.04
2015-08-20,4877.49
2015-08-19,5019.05
2015-08-18,5059.35
2015-08-17,5091.7
2015-08-14,5048.24
2015-08-13,5033.56
2015-08-12,5044.39
2015-08-11,5036.79
2015-08-10,5101.8
2015-08-07,5043.54
2015-08-06,5056.44
2015-08-05,5139.95
2015-08-04,5105.55
2015-08-03,5115.38
2015-07-31,5128.28
2015-07-30,5128.79
2015-07-29,5111.73
2015-07-28,5089.21
2015-07-27,5039.78
2015-07-24,5088.63
2015-07-23,5146.41
2015-07-22,5171.77
2015-07-21,5208.12
2015-07-20,5218.86
2015-07-17,5210.14
2015-07-16,5163.18
2015-07-15,5098.94
2015-07-14,5104.89
2015-07-13,5071.51
2015-07-10,4997.7
2015-07-09,4922.4
2015-07-08,4909.76
2015-07-07,4997.46
2015-07-06,4991.94
2015-07-02,5009.21
2015-07-01,5013.12
2015-06-30,4986.87
2015-06-29,4958.47
2015-06-26,5080.51
2015-06-25,5112.19
2015-06-24,5122.41
2015-06-23,5160.1
2015-06-22,5153.97
2015-06-19,5117.0
2015-06-18,5132.95
2015-06-17,5064.88
2015-06-16,5055.55
2015-06-15,5029.97
2015-06-12,5051.1
2015-06-11,5082.51
2015-06-10,5076.69
2015-06-09,5013.87
2015-06-08,5021.63
2015-06-05,5068.46
2015-06-04,5059.13
2015-06-03,5099.23
2015-06-02,5076.52
2015-06-01,5082.93
2015-05-29,5070.03
2015-05-28,5097.98
2015-05-27,5106.59
2015-05-26,5032.75
2015-05-22,5089.36
2015-05-21,5090.79
2015-05-20,5071.74
2015-05-19,5070.03
2015-05-18,5078.44
2015-05-15,5048.29
2015-05-14,5050.8
2015-05-13,4981.69
2015-05-12,4976.19
2015-05-11,4993.57
2015-05-08,5003.55
2015-05-07,4945.54
2015-05-06,4919.65
2015-05-05,4939.33
2015-05-04,5016.93
2015-05-01,5005.39
2015-04-30,4941.42
2015-04-29,5023.64
2015-04-28,5055.42
2015-04-27,5060.25
2015-04-24,5092.09
2015-04-23,5056.06
2015-04-22,5035.17
2015-04-21,5014.1
2015-04-20,4994.6
2015-04-17,4931.81
2015-04-16,5007.79
2015-04-15,5011.02
2015-04-14,4977.29
2015-04-13,4988.25
2015-04-10,4995.98
2015-04-09,4974.57
2015-04-08,4950.82
2015-04-07,4910.23
2015-04-06,4917.32
2015-04-02,4886.94
2015-04-01,4880.23
2015-03-31,4900.89
2015-03-30,4947.44
2015-03-27,4891.22
2015-03-26,4863.36
2015-03-25,4876.52
2015-03-24,4994.73
2015-03-23,5010.97
2015-03-20,5026.42
2015-03-19,4992.38
2015-03-18,4982.83
2015-03-17,4937.43
2015-03-16,4929.51
2015-03-13,4871.76
2015-03-12,4893.29
2015-03-11,4849.94
2015-03-10,4859.8
2015-03-09,4942.44
2015-03-06,4927.37
2015-03-05,4982.81
2015-03-04,4967.14
2015-03-03,4979.9
2015-03-02,5008.1
2015-02-27,4963.53
2015-02-26,4987.89
2015-02-25,4967.14
2015-02-24,4968.12
2015-02-23,4960.97
2015-02-20,4955.97
2015-02-19,4924.7
2015-02-18,4906.36
2015-02-17,4899.27
2015-02-13,4893.84
2015-02-12,4857.61
2015-02-11,4801.18
2015-02-10,4787.65
2015-02-09,4726.01
2015-02-06,4744.4
2015-02-05,4765.1
2015-02-04,4716.7
2015-02-03,4727.74
2015-02-02,4676.69
2015-01-30,4635.24
2015-01-29,4683.41
2015-01-28,4637.99
2015-01-27,4681.5
2015-01-26,4771.76
2015-01-23,4757.88
2015-01-22,4750.4
2015-01-21,4667.42
2015-01-20,4654.85
2015-01-16,4634.38
2015-01-15,4570.82
2015-01-14,4639.32
2015-01-13,4661.5
2015-01-12,4664.71
2015-01-09,4704.07
2015-01-08,4736.19
2015-01-07,4650.47
2015-01-06,4592.74
2015-01-05,4652.57
2015-01-02,4726.81
























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































